facility_id,facility_name,facility_type,capacity,region,licence_issue_date,inspection_date,gps_location,remarks,latitude,longitude
c95719,Johnson Smith and Carpenter Hospital,hospital,0,st. james,2022-09-15,2021-05-21,1315659731,followup ,13.156,-59.731
HF7282,Lee Inc,polyclinic,290,st. john,2019-10-04,2021-03-24,,missing,13.0,-59.0
HF7282,Lee Inc,polyclinic,290,st. john,2019-10-04,2021-03-24,,missing,13.0,-59.0
7283,Mitchell-Reyes Infirmary,clinic,0,st. james,2023-06-03,2024-12-12,58873591326307,missing,13.26307,-58.87359
7284,Fuller Roberson and Schneider,hospital,0,st. george,2021-07-10,2023-10-18,58779601318523,needs upgrade,13.18523,-58.7796
e8cb3b,Foster-Lang-and-Moore,hospital,127,st. lucy,2020-05-01,2018-05-30,13179584430,,13.179,-58.443
07286,Cain Fitzgerald and Williams,missing,464,st. james,2016-04-04,2021-06-15,125934585450,followup ,12.5934,-58.545
HF7287,Lynch Bradford and Hawkins Infirmary,polyclinic,92,st. peter,2018-11-20,2025-10-16,59136371328339,,13.28339,-59.13637
HF7288,Jackson Miller and Perry Clinic,hospital,442,christ church,2021-11-28,2023-12-01,131438584658,missing,13.1438,-58.4658
HF7289,Carey Tran and Holloway Hosp,health center,306,st. joseph,2023-05-12,2021-06-24,58718791295217,needs upgrade,12.95217,-58.71879
HF7290,Scott Group Health Centre,hospital,284,missing,2016-05-11,2021-08-02,59218451300820,,13.0082,-59.21845
HF7291,Bradley LLC,hospital,0,st. lucy,2021-06-08,2018-01-27,59096611280154,good,12.80154,-59.09661
missing,Arias-and-Sons,community health center,35,missing,2024-12-22,2020-08-14,13544585921,followup ,13.544,-58.592
HF7293,Olson-Hines Health Centre,clinic,0,missing,2019-08-18,2018-01-01,58806241327257,reinspection due,13.27257,-58.80624
HF7293,Olson-Hines Health Centre,clinic,0,missing,2019-08-18,2018-01-01,58806241327257,reinspection due,13.27257,-58.80624
missing,Hebert PLC Health Centre,polyclinic,0,st. peter,2022-01-24,2021-08-17,58806221276003,,12.76003,-58.80622
fb737b,Martin-Gardner Health Centre,polyclinic,183,missing,2017-09-18,2018-05-09,58811871280464,missing,12.80464,-58.81187
HF7296,Freeman-Lopez Polyclinic,health center,387,missing,2018-10-19,2020-09-02,,needs upgrade,13.0,-59.0
missing,Ramirez Ltd Infirmary,polyclinic,302,st. james,2017-04-04,2019-06-25,58721221283714,,12.83714,-58.72122
missing,Simon Irwin and Sawyer Polyclinic,hospital,186,st. george,2019-03-16,2019-02-22,58947771280267,missing,12.80267,-58.94777
7299,Johnson Hayes and Strickland Infirmary,community health center,45,st. peter,2016-06-01,2018-12-04,125224591259,,12.5224,-59.1259
593457,Johnson and Sons Clinic,polyclinic,69,st. michael,2023-06-21,2022-09-26,58713241301103,,13.01103,-58.71324
7301,Shaw Ltd Hospital,polyclinic,322,missing,2021-04-30,2021-12-11,59034041317178,reinspection due,13.17178,-59.03404
7301,Shaw Ltd Hospital,polyclinic,322,missing,2021-04-30,2021-12-11,59034041317178,reinspection due,13.17178,-59.03404
missing,Barrett-Bowen-and-Davis Health Centre,polyclinic,10,st. george,2021-01-12,2023-02-24,12956665924396,needs upgrade,12.95666,-59.24396
missing,Barrett-Bowen-and-Davis Health Centre,polyclinic,10,st. george,2021-01-12,2023-02-24,12956665924396,needs upgrade,12.95666,-59.24396
7303,Porter-Horton-and-Walker Hospital,missing,0,st. lucy,2023-09-06,2020-01-02,125036591115,,12.5036,-59.1115
3a81a3,Davis-Burns,community health center,0,st. joseph,2019-08-30,2022-07-05,58970821277372,,12.77372,-58.97082
missing,Leach Ltd Hosp,polyclinic,10,st. peter,2018-08-04,2023-01-19,,,13.0,-59.0
7306,Smith-Pierce Hosp NewLine,hospital,151,st. george,2025-12-02,2023-07-24,58798451329529,reinspection due,13.29529,-58.79845
67288f,Reese-Giles Health Centre,hospital,0,st. lucy,2025-07-26,2023-07-13,1319585838,,13.195,-85.838
67288f,Reese-Giles Health Centre,hospital,0,st. lucy,2025-07-26,2023-07-13,1319585838,,13.195,-85.838
07308,Wood Group Hosp,polyclinic,10,christ church,2021-02-27,2022-07-14,,followup ,13.0,-59.0
7309,Miller Jenkins and Cummings Hospital,community health center,10,missing,2018-04-01,2022-05-20,,,13.0,-59.0
7309,Miller Jenkins and Cummings Hosp,community health center,10,missing,2018-04-01,2022-05-20,,,13.0,-59.0
missing,Campbell Gomez and Phillips,polyclinic,0,st. andrew,2017-10-20,2020-03-29,13187795908917,,13.18779,-59.08917
5591e7,Glass LLC,polyclinic,168,st. james,2018-08-04,2024-03-10,13186185873763,good,13.18618,-58.73763
HF7312,Anderson-Valenzuela-and-Andrade,clinic,0,christ church,2024-11-07,2025-02-08,12706655887669,missing,12.70665,-58.87669
7313,Vaughn Wilkinson and Reid,polyclinic,0,st. peter,2016-11-09,,,,13.0,-59.0
7314,Young LLC Infirmary,community health center,0,missing,2021-07-22,2020-03-02,59249991318190,,13.1819,-59.24999
07315,Vasquez-Mays Hosp,community health center,485,st. andrew,2024-01-28,2025-07-11,59054711275769,good,12.75769,-59.05471
40d044,Turner-Powell,clinic,412,st. andrew,2017-01-20,2018-02-25,,,13.0,-59.0
07317,Fields Flowers and Rosales Polyclinic,missing,221,st. john,2025-05-31,2023-11-28,12756495923629,good,12.75649,-59.23629
missing,Peck Hill and Robinson,clinic,44,christ church,2018-03-17,2025-06-05,1247555961,,12.475,-55.961
561408,Powell-Cabrera-and-Murray,hospital,407,christ church,2022-04-18,2023-10-26,,,13.0,-59.0
7320,Alvarez Montgomery and Velez Hospital,missing,0,st. lucy,2017-03-04,2021-10-14,58772331296735,good,12.96735,-58.77233
7321,Poole PLC Health Centre,polyclinic,75,st. james,2017-07-31,2025-05-16,,missing,13.0,-59.0
7322,Hodges-Potts-and-DavilaNewLine,hospital,0,st. james,2016-02-12,2022-11-15,1317235927,missing,13.172,-35.927
7323,Evans LLC Hosp,missing,231,christ church,2023-12-22,2023-05-14,,followup ,13.0,-59.0
7323,Evans LLC Hosp,missing,231,christ church,2023-12-22,2023-05-14,,followup ,13.0,-59.0
missing,Flores Daniels and Castaneda Health Centre,hospital,244,st. michael,2018-01-24,2025-10-08,13258135904596,missing,13.25813,-59.04596
missing,Flores Daniels and Castaneda Health Centre,hospital,244,st. michael,2018-01-24,2025-10-08,13258135904596,missing,13.25813,-59.04596
missing,Carroll-Owen-and-Gray Polyclinic,missing,10,christ church,2018-05-13,2018-04-02,13237085911099,,13.23708,-59.11099
ddb780,Cain Jones and Dunn Hosp,clinic,292,st. michael,2025-02-13,2022-09-15,59085341302326,good,13.02326,-59.08534
7a63b6,Fuller-Diaz Clinic,hospital,64,christ church,2016-05-17,2018-12-10,59160701325585,followup ,13.25585,-59.1607
missing,White-Francis,clinic,0,st. james,2017-12-22,2023-03-21,59042681278620,,12.7862,-59.04268
HF7329,Wong Garrett and Levy Hosp,community health center,325,st. peter,2025-08-30,2023-04-20,,needs upgrade,13.0,-59.0
HF7329,Wong Garrett and Levy Hosp,community health center,325,st. peter,2025-08-30,2023-04-20,,needs upgrade,13.0,-59.0
missing,Wilson Young and Brown Medical CenterNewLine,hospital,0,missing,2022-09-26,2025-07-01,1251358599,needs upgrade,12.513,-58.599
missing,Lopez Ltd Clinic,clinic,233,st. andrew,2017-06-15,2024-04-27,12725695929680,,12.72569,-59.2968
7332,Johnson Reese and Gutierrez,community health center,464,st. george,2019-09-11,2020-03-10,13265485874104,missing,13.26548,-58.74104
7332,Johnson Reese and Gutierrez,community health center,464,st. george,2019-09-11,2020-03-10,13265485874104,missing,13.26548,-58.74104
missing,Ellis-Reynolds,missing,446,st. michael,2024-03-21,2018-05-16,13253225893850,good,13.25322,-58.9385
7334,Romero Ltd Hospital,community health center,152,st. james,2016-08-26,2022-02-27,12593759716,good,12.593,-75.971
7335,Snyder Parsons and Hernandez Hosp,hospital,218,st. lucy,2025-04-13,2024-09-23,131610591130,,13.161,-59.113
missing,Brown Baker and Robinson,community health center,0,st. james,2017-07-31,2021-10-20,59199781282865,,12.82865,-59.19978
missing,Willis Group Polyclinic,polyclinic,184,christ church,2023-05-17,2019-03-01,59164521328436,missing,13.28436,-59.16452
missing,Garcia Inc Polyclinic,health center,91,st. john,2022-06-05,2021-04-01,,missing,13.0,-59.0
missing,Barajas PLC,hospital,274,missing,2021-10-25,2018-06-15,59012141320435,missing,13.20435,-59.01214
HF7340,Buchanan Huff and Sosa Hospital,community health center,21,missing,2017-03-18,2022-12-28,58987271318287,,13.18287,-58.98727
07341,Rose-Bond,polyclinic,419,st. james,2025-06-10,2020-09-07,58832181290682,reinspection due,12.90682,-58.83218
missing,Bailey Phelps and Castillo Clinic,hospital,9,st. george,2019-01-11,2023-07-03,13274085876864,needs upgrade,13.27408,-58.76864
missing,Johnson-Rose,health center,0,missing,2021-02-01,2021-12-31,,reinspection due,13.0,-59.0
missing,Foster-Johnson Clinic,polyclinic,33,st. george,2021-09-26,2022-05-05,58734761287028,followup ,12.87028,-58.73476
HF7345,Coleman PLC Clinic,health center,10,missing,2019-04-07,2024-08-26,,missing,13.0,-59.0
HF7345,Coleman PLC Clin,health center,10,missing,2019-04-07,2024-08-26,,missing,13.0,-59.0
2c3364,Wilson-Ltd Hosp,community health center,53,st. george,,2022-06-10,58992701276434,,12.76434,-58.9927
HF7347,Moss-Shepherd-and-Norton Hospital,clinic,275,st. james,2022-11-05,2020-07-15,59131441301976,good,13.01976,-59.13144
7348,Douglas-Davis-and-Mcintyre Clinic,clinic,206,st. andrew,2019-06-02,2019-06-14,,needs upgrade,13.0,-59.0
7349,Lopez LLC,health center,35,missing,2023-07-18,2020-01-06,58865291329125,,13.29125,-58.86529
f01aac,Banks LLC Polyclinic,community health center,313,christ church,2020-09-03,2024-09-08,58916321292221,good,12.92221,-58.91632
7351,Conley Ltd Health Centre,community health center,0,st. john,2018-06-07,2022-08-19,59013851328473,reinspection due,13.28473,-59.01385
7352,Parker-Collins Medical Center,hospital,0,st. joseph,2021-01-01,2018-11-18,59233411317551,,13.17551,-59.23341
missing,Smith PLC,missing,261,christ church,2020-03-05,2024-05-30,,missing,13.0,-59.0
e4e08e,Flowers Hernandez and Martin Medical Center,missing,0,missing,2021-11-05,2022-09-17,13136245875304,followup ,13.13624,-58.75304
missing,Kelley-Reed,polyclinic,0,st. lucy,2020-02-09,2018-01-31,58850291306856,needs upgrade,13.06856,-58.85029
07356,Cook Ayers and Torres,community health center,0,st. james,2022-12-11,2018-09-23,,followup ,13.0,-59.0
76db2a,Hill-Wagner Infirmary,hospital,488,st. andrew,2016-03-06,2018-12-27,59281141278569,,12.78569,-59.28114
64fc88,James PLC,community health center,344,st. andrew,2022-05-07,2018-01-21,58813331305797,followup ,13.05797,-58.81333
64fc88,James PLC,community health center,344,st. andrew,2022-05-07,2018-01-21,58813331305797,followup ,13.05797,-58.81333
missing,Tucker PLC,community health center,173,christ church,2023-11-02,2025-09-13,124840591131,,12.484,-59.1131
missing,Allen Rivas and Wiggins Polyclinic,community health center,410,st. andrew,2016-06-28,2022-06-03,59103361322555,needs upgrade,13.22555,-59.10336
HF7361,Mccall LLC,polyclinic,315,st. george,2017-10-27,2020-03-23,13251265891958,,13.25126,-58.91958
7362,Walker Weeks and Lopez,hospital,0,st. michael,2021-12-08,2021-08-18,12999385912488,needs upgrade,12.99938,-59.12488
07363,Olsen Group Hosp,health center,0,st. joseph,2016-06-30,2020-05-04,59102231328029,good,13.28029,-59.10223
07363,Olsen Group Hosp,health center,0,st. joseph,2016-06-30,2020-05-04,59102231328029,good,13.28029,-59.10223
7324e9,Terry-Gomez,health center,2,st. andrew,2018-06-22,2020-06-11,59163281308757,,13.08757,-59.16328
7365,Gilbert Johnson and Davis Polyclinic,missing,0,st. joseph,2023-01-30,2024-04-02,12842265889303,,12.84226,-58.89303
missing,Stewart-Perez,community health center,133,st. lucy,2016-09-24,2024-10-08,58800401305348,,13.05348,-58.8004
07367,Massey and Sons Hospital,clinic,0,st. michael,2025-05-19,2020-09-11,124657585151,good,12.4657,-58.5151
HF7368,Wright Cross and Taylor Hospital,community health center,489,st. lucy,2019-08-12,2024-06-11,59277891309189,missing,13.09189,-59.27789
79ae90,Spencer LLC,hospital,0,st. peter,2025-11-10,2024-01-28,59280181281137,,12.81137,-59.28018
573fb2,Sullivan-Walton Infirmary,polyclinic,10,st. lucy,2016-07-21,2020-04-22,125018585651,reinspection due,12.5018,-58.5651
missing,Dean-Kelley Health Centre,polyclinic,259,st. joseph,2016-10-18,2018-04-08,131715585924,,13.1715,-58.5924
7372,Blackburn Ltd,clinic,0,st. james,2017-10-22,2022-05-22,125149585646,reinspection due,12.5149,-58.5646
7373,Li-Jones Hosp,missing,84,st. lucy,2016-12-07,2024-06-16,,,13.0,-59.0
7374,Stafford-Greene-and-Randall Infirmary,clinic,0,christ church,2023-02-06,2020-01-21,124357585758,,12.4357,-58.5758
HF7375,Castillo Inc Health Centre,missing,153,st. george,2017-12-27,2019-10-31,12770755912447,needs upgrade,12.77075,-59.12447
HF7375,Castillo Inc Health Centre,missing,153,st. george,2017-12-27,2019-10-31,12770755912447,needs upgrade,12.77075,-59.12447
eb24a7,Barton Walter and Miller Clinic,missing,454,missing,2021-06-12,2019-11-23,13282195907606,,13.28219,-59.07606
missing,Craig Thomas and Miranda,community health center,0,st. peter,2022-08-15,2018-11-07,58852911294982,,12.94982,-58.85291
7378,Hicks Thompson and Thompson,health center,0,st. michael,2018-02-15,2023-08-03,58731591318931,good,13.18931,-58.73159
7379,Hernandez-Lewis Hosp,hospital,206,st. lucy,2021-06-29,2023-08-18,12787865901533,reinspection due,12.78786,-59.01533
HF7380,Villa-Keller,polyclinic,371,st. michael,2022-08-31,2020-11-01,,,13.0,-59.0
7381,Perez-Bennett Medical Center,community health center,344,christ church,2018-02-10,2020-01-01,12582559049,followup ,12.582,-55.904
07382,Jones Smith and Molina Polyclinic,community health center,251,st. lucy,2017-12-05,2018-10-26,,reinspection due,13.0,-59.0
7383,Miranda-Greer-and-Sanchez,hospital,293,st. george,2018-02-19,2021-11-04,58715381289595,needs upgrade,12.89595,-58.71538
7384,Bond LLC Polyclinic,community health center,276,st. andrew,2016-11-06,2019-10-07,58874621328407,missing,13.28407,-58.87462
7384,Bond LLC Polyclinic,community health center,276,st. andrew,2016-11-06,2019-10-07,58874621328407,missing,13.28407,-58.87462
7385,Williams-Hicks-and-Gallagher Hospital,clinic,0,missing,2022-04-07,2020-09-19,58706671298721,,12.98721,-58.70667
7386,Davis Taylor and Saunders Hospital,health center,356,st. john,2022-04-15,2018-03-08,58901711272911,missing,12.72911,-58.90171
07387,Arnold-Hoffman,polyclinic,270,st. james,2024-05-08,2024-12-26,,followup ,13.0,-59.0
07387,Arnold-Hoffman,polyclinic,270,st. james,2024-05-08,2024-12-26,,followup ,13.0,-59.0
7388,Brooks-Wood,hospital,0,st. james,2017-10-12,2019-10-10,59173991302720,needs upgrade,13.0272,-59.17399
missing,Hoffman-Cook,hospital,458,st. peter,2022-06-06,2022-05-23,13175355888142,needs upgrade,13.17535,-58.88142
532401,Sanchez Robinson and Snyder,clinic,87,st. michael,2017-02-28,2021-09-01,58972721278650,followup ,12.7865,-58.97272
HF7391,Taylor LLC InfirmaryNewLine,community health center,240,christ church,2020-12-13,2021-04-12,58737961313797,,13.13797,-58.73796
7392,Dodson Ltd Hospital,community health center,137,st. james,2020-12-21,2025-03-28,58844191318153,,13.18153,-58.84419
7392,Dodson Ltd Hosp,community health center,137,st. james,2020-12-21,2025-03-28,58844191318153,,13.18153,-58.84419
HF7393,Davenport-Wade,clinic,255,st. james,2018-11-05,2020-08-21,,needs upgrade,13.0,-59.0
a8fa33,Dunn Green and Miller Infirmary,missing,10,missing,2018-11-05,,12582959944,,12.582,-95.994
missing,Payne-Brown Hospital,clinic,488,st. peter,2020-12-28,2022-06-13,58778271326056,good,13.26056,-58.77827
7396,Walker Carter and Cunningham Hosp,community health center,333,st. george,2023-04-04,2024-02-20,12433458461,,12.433,-45.846
019e56,Parker-King,missing,10,st. george,2024-12-07,2024-09-14,58911891294008,followup ,12.94008,-58.91189
7398,Ayers-Baker,missing,0,st. joseph,2019-04-05,2023-10-09,,missing,13.0,-59.0
7399,Bond-Armstrong,community health center,0,st. john,2017-09-17,2020-04-12,13284985893684,good,13.28498,-58.93684
missing,Davis-Marshall,polyclinic,333,st. peter,2021-02-09,2025-02-27,59299071279442,,12.79442,-59.29907
7401,Mclaughlin Ltd Clinic,community health center,10,st. michael,2025-05-24,2020-02-22,,good,13.0,-59.0
07402,Diaz Hudson and Tyler Hospital,missing,314,st. andrew,2023-12-30,2019-07-07,58864281275240,missing,12.7524,-58.86428
7403,Rodriguez-Mann Infirmary,polyclinic,10,christ church,2017-08-24,2018-08-29,1300591227,good,13.005,-91.227
HF7404,Richardson-Lopez-and-Armstrong Health Centre,health center,432,st. lucy,2017-02-06,2025-03-11,58875391288304,,12.88304,-58.87539
missing,Gonzalez-Petersen,health center,169,st. lucy,2021-09-26,,,needs upgrade,13.0,-59.0
missing,Levy Group,health center,291,st. john,2024-10-25,2018-03-27,59250201301416,missing,13.01416,-59.2502
07407,Butler Ltd Health Centre,hospital,0,st. lucy,2016-12-29,2020-07-08,,missing,13.0,-59.0
HF7408,Sharp Curtis and Kramer Medical Center,community health center,304,st. joseph,2016-09-08,2018-08-25,58879191324951,,13.24951,-58.87919
b43199,Brooks and Sons Health Centre,clinic,356,st. michael,2017-01-18,2019-12-02,59112061325442,missing,13.25442,-59.11206
HF7410,Perkins-Dickerson-and-Wilson Hospital,clinic,0,st. michael,2025-07-24,2022-02-11,12829895882628,,12.82989,-58.82628
7411,Bradley-Smith,clinic,466,st. james,2020-02-09,2024-01-30,59046281291507,good,12.91507,-59.04628
7412,Schroeder-Hill Hosp,community health center,0,st. john,2017-10-17,2018-02-11,59254631322072,,13.22072,-59.25463
HF7413,Bowman-Garrett-and-Spears,community health center,0,christ church,2017-12-21,2019-01-26,12794945911570,missing,12.79494,-59.1157
missing,Perez-Mayo Clinic,health center,200,missing,2020-03-01,2021-09-27,12522559515,,12.522,-55.951
missing,Kennedy Baker and Thompson Polyclinic,community health center,402,st. peter,2017-09-23,2018-07-12,59124761311317,,13.11317,-59.12476
missing,Martin-Glass,missing,0,st. george,2023-04-27,2020-04-07,,,13.0,-59.0
HF7417,Wilson-Green,polyclinic,0,st. andrew,2018-12-02,2021-09-08,58886231273458,good,12.73458,-58.88623
51d453,Austin-Rodriguez,clinic,55,st. john,2024-05-07,2021-04-06,59089761301426,,13.01426,-59.08976
ad490c,Beard-Mitchell Hospital,health center,392,st. john,2016-07-15,2024-02-22,59101991289282,followup ,12.89282,-59.10199
missing,Andrews Group,community health center,0,st. james,2023-12-17,2025-05-19,59049421286750,reinspection due,12.8675,-59.04942
HF7421,Kidd Mclaughlin and Nguyen,missing,10,christ church,2025-09-06,2020-04-28,13081765903499,missing,13.08176,-59.03499
ec87c2,Johnson Garcia and Rogers Hospital,polyclinic,0,st. lucy,2020-07-02,2020-11-09,125485974,,12.54,-85.97
7423,Mason-Anderson,community health center,269,st. lucy,2016-08-29,2018-04-14,59077381326635,missing,13.26635,-59.07738
7423,Mason-Anderson,community health center,269,st. lucy,2016-08-29,2018-04-14,59077381326635,missing,13.26635,-59.07738
a1be53,Kirby-Boone Clinic,clinic,0,st. michael,2019-12-13,2020-12-21,12710135872736,,12.71013,-58.72736
7425,Lowe-Chaney-and-Bright Infirmary,community health center,399,christ church,2018-01-02,2025-04-21,,missing,13.0,-59.0
7425,Lowe-Chaney-and-Bright Infirmary,community health center,399,christ church,2018-01-02,2025-04-21,,missing,13.0,-59.0
07426,Hunter Spencer and Ryan,hospital,0,st. joseph,2024-07-09,2023-09-17,58980081293654,reinspection due,12.93654,-58.98008
7427,Lozano Inc Polyclinic,hospital,10,christ church,2018-10-07,2021-04-23,59222891284755,,12.84755,-59.22289
HF7428,Henson-Meyer,hospital,398,st. lucy,2017-03-13,2021-07-24,12955075889020,,12.95507,-58.8902
missing,Parker Figueroa and Rice Infirmary,polyclinic,0,st. michael,2021-08-28,2022-05-12,125633591418,,12.5633,-59.1418
f08c07,Mcmillan LLC Medical Center,missing,91,st. joseph,2020-11-21,2024-05-08,58781601304117,reinspection due,13.04117,-58.7816
7431,Sellers-Harris Hosp,missing,106,st. lucy,2021-02-25,2025-11-04,59093111293291,needs upgrade,12.93291,-59.09311
7432,Hernandez-Gonzalez-and-Taylor Health Centre,community health center,0,st. andrew,2023-06-03,2020-06-26,,followup ,13.0,-59.0
7433,Hill-Underwood,missing,0,st. peter,2020-11-25,2024-09-13,58973751270521,missing,12.70521,-58.97375
403913,Nelson Reed and Anderson,health center,221,st. michael,2024-07-20,2023-05-20,13070535884627,missing,13.07053,-58.84627
missing,Davis-Figueroa Health Centre,community health center,263,st. peter,2023-04-08,,1355591646,missing,13.555,-91.646
7436,Wilson-Carpenter Clinic,clinic,117,st. peter,2022-08-17,2018-09-26,59043211323277,,13.23277,-59.04321
missing,Miller-Ltd,missing,277,st. peter,2023-05-22,2019-06-06,13175385912089,good,13.17538,-59.12089
07438,Hutchinson-Smith Health Centre,community health center,0,st. lucy,2023-12-28,2025-07-21,13294195912917,missing,13.29419,-59.12917
7439,Lambert Ltd,clinic,0,st. joseph,2023-02-15,2025-03-16,125932591648,followup ,12.5932,-59.1648
missing,Wright Vazquez and Young Medical Center,missing,385,christ church,2020-10-19,2021-03-12,12741935929761,followup ,12.74193,-59.29761
7441,Chavez Rivas and Mcdonald Polyclinic NewLine,community health center,0,missing,2023-12-29,2021-11-27,58969611274875,needs upgrade,12.74875,-58.96961
7442,Wall Inc Polyclinic,hospital,432,missing,2021-02-02,2020-04-09,125416584355,followup ,12.5416,-58.4355
missing,Villegas-Chang Polyclinic,community health center,0,st. james,2022-08-24,2020-12-20,58728541312780,,13.1278,-58.72854
missing,Villegas-Chang Polyclinic,community health center,0,st. james,2022-08-24,2020-12-20,58728541312780,,13.1278,-58.72854
missing,Castillo-Anderson Infirmary,community health center,419,st. john,2019-11-13,2018-10-23,59186151296385,missing,12.96385,-59.18615
missing,Scott-Torres-and-Taylor,polyclinic,10,st. peter,2023-03-08,2019-01-15,12831605912748,missing,12.8316,-59.12748
missing,Flores Ortega and Bray Hospital,missing,13,st. michael,2020-05-17,2019-10-13,58841101289087,,12.89087,-58.8411
93a6be,Lopez-Richard Medical Center,hospital,0,st. andrew,2022-09-25,2021-03-12,59277141316945,reinspection due,13.16945,-59.27714
07448,Clark Patton and Byrd Infirmary,health center,47,st. michael,2021-04-27,2020-04-22,,missing,13.0,-59.0
missing,Reyes-Davis Medical Center,clinic,143,st. george,,2025-03-20,,missing,13.0,-59.0
missing,Wright Ltd,hospital,341,st. michael,2017-10-25,2025-02-18,59043961273434,good,12.73434,-59.04396
7451,Price LLC Hosp,missing,399,st. joseph,2017-10-03,2019-11-07,12956025885939,good,12.95602,-58.85939
7452,Hutchinson Sexton and Scott Medical Center,community health center,323,st. andrew,2022-08-14,2019-06-25,59231751280550,followup ,12.8055,-59.23175
7453,Lewis Rhodes and Proctor,hospital,71,st. john,2022-11-11,2020-01-29,58802881316285,,13.16285,-58.80288
07454,Bush Smith and Robles Hosp,community health center,387,st. george,2022-03-28,2024-11-01,59104981286538,good,12.86538,-59.10498
HF7455,Johnson Mitchell and Payne Hosp,clinic,10,st. john,2017-02-19,2020-11-09,58913791316198,,13.16198,-58.91379
7456,Hill Young and Brown,health center,133,st. joseph,2022-10-22,2020-02-17,131233585039,needs upgrade,13.1233,-58.5039
7457,Mejia Hall and Young Clinic,health center,10,st. john,2018-08-25,2024-12-08,,,13.0,-59.0
missing,Davis-Warner-and-Lopez,health center,0,st. joseph,2017-06-06,2025-04-13,59120981313214,good,13.13214,-59.12098
07459,Smith-Sanders,community health center,10,st. peter,2020-06-20,2023-07-02,12799005897963,missing,12.799,-58.97963
a88436,Russell-Stokes,hospital,10,st. andrew,2018-08-05,2018-11-07,59147611300814,good,13.00814,-59.14761
7461,Hicks Farmer and Williams,hospital,0,st. lucy,2022-06-08,2023-03-22,59143481327825,reinspection due,13.27825,-59.14348
07462,Palmer-Thompson Health Centre,polyclinic,117,st. joseph,2023-10-20,2021-08-16,,missing,13.0,-59.0
missing,Sanchez Espinoza and Sullivan Polyclinic,missing,0,st. andrew,2024-03-07,2019-06-27,59041191282460,followup ,12.8246,-59.04119
7464,Compton and Sons Medical Center,health center,0,st. andrew,2022-11-11,2025-03-28,136858588,good,13.68,-58.58
HF7465,Thornton-Inc Clinic,community health center,0,christ church,2024-10-17,2024-05-11,59012041316117,good,13.16117,-59.01204
7466,Sanders Brown and Smith Hospital,clinic,63,st. andrew,,2021-06-09,59260171299215,reinspection due,12.99215,-59.26017
HF7467,Hartman Ltd,community health center,128,st. peter,2017-05-14,2022-05-06,12874605878631,,12.8746,-58.78631
missing,Allen-Murphy,clinic,0,st. lucy,2021-05-24,2021-08-20,59231341327164,followup ,13.27164,-59.23134
7469,Smith-Hernandez Polyclinic,missing,57,st. james,2016-12-29,2025-09-13,58812431293800,followup ,12.938,-58.81243
HF7470,Kelly Diaz and Macias Polyclinic,community health center,0,missing,2019-06-29,2018-09-14,12752625910267,missing,12.75262,-59.10267
7471,Henry LLC,polyclinic,0,st. james,2019-08-14,2025-06-23,124210584510,,12.421,-58.451
07472,Keller LLC Clinic,health center,53,st. peter,2021-05-21,2021-04-13,,needs upgrade,13.0,-59.0
07472,Keller LLC Clin,health center,53,st. peter,2021-05-21,2021-04-13,,needs upgrade,13.0,-59.0
07473,Perkins Williams and Bradford Hosp,hospital,200,st. john,2020-05-09,2023-01-14,58830791305171,missing,13.05171,-58.83079
8418e5,Graves-Cox-and-Phillips Hospital,clinic,488,st. joseph,2018-11-04,2025-08-29,12514758581,,12.514,-75.858
96e6c3,Ramirez Ramos and Lane Health Centre,polyclinic,162,st. lucy,2025-08-19,2023-06-08,1316059533,missing,13.16,-59.533
7476,Lopez LLC Health Centre,health center,10,st. andrew,2016-06-23,2018-01-02,12838945929727,missing,12.83894,-59.29727
HF7477,Johnson-Myers Clinic,polyclinic,0,missing,,2022-10-09,131705917,missing,5.91,-13.17
7478,Garcia-Little Infirmary,clinic,0,st. george,2023-01-11,2021-01-16,12951165926959,needs upgrade,12.95116,-59.26959
07479,Hart-Stokes-and-Flores Medical Center,polyclinic,387,st. andrew,2020-07-18,2019-11-26,59030401298678,reinspection due,12.98678,-59.0304
7480,White-Stafford-and-Bowers Hosp,hospital,219,st. james,2025-11-21,2025-12-20,59011191324500,,13.245,-59.01119
missing,Lawrence-Gregory Medical Center,hospital,0,st. lucy,2024-10-17,2018-05-15,59174091274213,missing,12.74213,-59.17409
07482,Nguyen Rangel and Ross Clinic,clinic,254,st. peter,2023-10-28,2019-11-22,59137341298726,,12.98726,-59.13734
missing,Wilson-Inc Polyclinic,hospital,191,st. michael,2018-06-27,2021-02-20,1331559430,missing,13.315,-59.43
7484,Holloway-Green,community health center,437,st. james,2024-04-22,2022-08-03,,,13.0,-59.0
7485,Sexton Group Health Centre,community health center,0,christ church,2018-10-14,2020-01-26,59177511296603,,12.96603,-59.17751
7485,Sexton Group Health Centre,community health center,0,christ church,2018-10-14,2020-01-26,59177511296603,,12.96603,-59.17751
a573d2,Davis LLC,clinic,154,st. george,2018-01-18,2024-02-11,58765621297202,missing,12.97202,-58.76562
missing,Conway-Jackson,polyclinic,0,christ church,2016-01-17,2020-05-10,12830915917622,followup ,12.83091,-59.17622
missing,Patel-Bates,clinic,107,st. joseph,2022-11-05,2020-01-02,12733485917714,missing,12.73348,-59.17714
7489,Garcia-PLC,missing,371,st. joseph,2024-11-07,2022-05-14,59022921292921,,12.92921,-59.02292
